File,missing_orig,missing_refac,statements_orig,statements_refac,statements_diff,missing_diff,coverage_original,coverage_refactor,covered_lines,Module
reactivex/scheduler/historicalscheduler.py,0,1,7,7,0,1,7,6,-1,
reactivex/scheduler/immediatescheduler.py,0,15,32,32,0,15,32,17,-15,
reactivex/scheduler/mainloop/__init__.py,0,0,6,6,0,0,6,6,0,
reactivex/scheduler/mainloop/gtkscheduler.py,21,21,33,33,0,0,12,12,0,
reactivex/scheduler/mainloop/pygamescheduler.py,22,22,38,38,0,0,16,16,0,
reactivex/scheduler/mainloop/qtscheduler.py,33,33,47,47,0,0,14,14,0,
reactivex/scheduler/mainloop/tkinterscheduler.py,13,13,23,23,0,0,10,10,0,
reactivex/scheduler/mainloop/wxscheduler.py,43,43,58,58,0,0,15,15,0,
reactivex/scheduler/newthreadscheduler.py,0,23,42,42,0,23,42,19,-23,
reactivex/scheduler/periodicscheduler.py,1,16,24,24,0,15,23,8,-15,
reactivex/scheduler/scheduleditem.py,1,14,28,28,0,13,27,14,-13,
reactivex/scheduler/scheduler.py,0,20,44,44,0,20,44,24,-20,
reactivex/scheduler/threadpoolscheduler.py,2,7,20,20,0,5,18,13,-5,
reactivex/scheduler/timeoutscheduler.py,3,31,48,48,0,28,45,17,-28,
reactivex/scheduler/trampoline.py,0,33,48,48,0,33,48,15,-33,
reactivex/scheduler/trampolinescheduler.py,0,15,34,34,0,15,34,19,-15,
reactivex/scheduler/virtualtimescheduler.py,1,79,107,107,0,78,106,28,-78,
reactivex/subject/__init__.py,0,0,5,5,0,0,5,5,0,
reactivex/subject/asyncsubject.py,0,35,47,47,0,35,47,12,-35,
reactivex/subject/behaviorsubject.py,0,21,32,32,0,21,32,11,-21,
reactivex/subject/innersubscription.py,1,9,17,17,0,8,16,8,-8,
reactivex/subject/replaysubject.py,0,57,81,81,0,57,81,24,-57,
reactivex/subject/subject.py,0,45,65,65,0,45,65,20,-45,
reactivex/typing.py,0,0,21,21,0,0,21,21,0,
,322,1704,3049,3040,-9,1382,2727,1336,-1391,Total
