Module,statements,missing
awscli/customizations/s3/s3handler.py,0,-157
awscli/customizations/s3/subcommands.py,0,-343
awscli/customizations/s3/syncstrategy/__init__.py,0,0
awscli/customizations/s3/syncstrategy/base.py,0,-52
awscli/customizations/s3/syncstrategy/delete.py,0,-3
awscli/customizations/s3/syncstrategy/exacttimestamps.py,0,-7
awscli/customizations/s3/syncstrategy/register.py,0,-5
awscli/customizations/s3/syncstrategy/sizeonly.py,0,-5
awscli/customizations/s3/transferconfig.py,0,-34
awscli/customizations/s3/utils.py,0,-243
awscli/customizations/s3errormsg.py,0,-17
awscli/customizations/s3events.py,0,-17
awscli/customizations/s3uploader.py,0,-69
awscli/customizations/sagemaker.py,0,0
awscli/customizations/scalarparse.py,0,-16
awscli/customizations/servicecatalog/__init__.py,0,0
awscli/customizations/servicecatalog/exceptions.py,0,-3
awscli/customizations/servicecatalog/generate.py,0,-2
awscli/customizations/servicecatalog/generatebase.py,0,-14
awscli/customizations/servicecatalog/generateproduct.py,0,-25
awscli/customizations/servicecatalog/generateprovisioningartifact.py,0,-11
awscli/customizations/servicecatalog/helptext.py,0,0
awscli/customizations/servicecatalog/utils.py,0,-8
awscli/customizations/sessendemail.py,0,-13
awscli/customizations/sessionmanager.py,0,-37
awscli/customizations/sms_voice.py,0,0
awscli/customizations/streamingoutputarg.py,0,-19
awscli/customizations/toplevelbool.py,0,-12
awscli/customizations/translate.py,0,0
awscli/customizations/utils.py,0,-52
awscli/customizations/waiters.py,0,-14
awscli/errorhandler.py,0,-24
awscli/formatter.py,0,-120
awscli/handlers.py,0,0
awscli/help.py,0,-74
awscli/paramfile.py,0,-47
awscli/plugin.py,0,-2
awscli/schema.py,0,-2
awscli/shorthand.py,0,-196
awscli/table.py,0,-199
awscli/text.py,0,-59
awscli/topictags.py,0,-71
awscli/utils.py,0,-117
