File,missing_orig,missing_refac,statements_orig,statements_refac,statements_diff,missing_diff,coverage_original,coverage_refactor,covered_lines,Module
cloudinit/distros/ubuntu.py,2,2,19,19,0,0,17,17,0,
cloudinit/distros/ug_util.py,16,16,128,128,0,0,112,112,0,
cloudinit/distros/virtuozzo.py,0,0,3,3,0,0,3,3,0,
cloudinit/dmi.py,17,17,106,106,0,0,89,89,0,
cloudinit/event.py,0,0,31,30,-1,0,31,30,-1,
cloudinit/features.py,0,0,18,17,-1,0,18,17,-1,
cloudinit/filters/__init__.py,0,0,0,0,0,0,0,0,0,
cloudinit/filters/launch_index.py,0,0,39,39,0,0,39,39,0,
cloudinit/gpg.py,15,21,63,62,-1,6,48,41,-7,
cloudinit/handlers/__init__.py,22,22,147,147,0,0,125,125,0,
cloudinit/handlers/boot_hook.py,4,14,31,31,0,10,27,17,-10,
cloudinit/handlers/cloud_config.py,8,9,93,93,0,1,85,84,-1,
cloudinit/handlers/jinja_template.py,8,13,108,108,0,5,100,95,-5,
cloudinit/handlers/shell_script.py,0,1,17,17,0,1,17,16,-1,
cloudinit/handlers/shell_script_by_frequency.py,9,10,34,34,0,1,25,24,-1,
cloudinit/helpers.py,60,60,289,289,0,0,229,229,0,
cloudinit/importer.py,0,0,42,42,0,0,42,42,0,
cloudinit/log.py,26,26,108,108,0,0,82,82,0,
cloudinit/mergers/__init__.py,19,19,94,94,0,0,75,75,0,
cloudinit/mergers/m_dict.py,4,4,50,50,0,0,46,46,0,
cloudinit/mergers/m_list.py,7,7,49,49,0,0,42,42,0,
cloudinit/mergers/m_str.py,3,3,13,13,0,0,10,10,0,
cloudinit/net/__init__.py,109,109,648,648,0,0,539,539,0,
cloudinit/net/activators.py,14,14,144,144,0,0,130,130,0,
cloudinit/net/bsd.py,28,28,131,131,0,0,103,103,0,
cloudinit/net/cmdline.py,12,12,143,143,0,0,131,131,0,
cloudinit/net/dhcp.py,17,17,276,276,0,0,259,259,0,
cloudinit/net/eni.py,60,60,324,324,0,0,264,264,0,
cloudinit/net/ephemeral.py,6,14,163,162,-1,8,157,148,-9,
cloudinit/net/freebsd.py,8,8,50,50,0,0,42,42,0,
cloudinit/net/netbsd.py,19,19,30,30,0,0,11,11,0,
cloudinit/net/netops/__init__.py,8,8,26,26,0,0,18,18,0,
cloudinit/net/netops/bsd_netops.py,11,11,31,31,0,0,20,20,0,
cloudinit/net/netops/iproute2.py,0,0,28,28,0,0,28,28,0,
cloudinit/net/netplan.py,12,13,281,281,0,1,269,268,-1,
cloudinit/net/network_manager.py,8,8,237,237,0,0,229,229,0,
cloudinit/net/network_state.py,50,50,513,513,0,0,463,463,0,
cloudinit/net/networkd.py,10,10,200,200,0,0,190,190,0,
cloudinit/net/openbsd.py,33,33,44,44,0,0,11,11,0,
cloudinit/net/renderer.py,1,1,23,23,0,0,22,22,0,
cloudinit/net/renderers.py,4,4,30,30,0,0,26,26,0,
cloudinit/net/sysconfig.py,53,53,576,576,0,0,523,523,0,
cloudinit/net/udev.py,0,0,14,14,0,0,14,14,0,
cloudinit/netinfo.py,85,85,362,362,0,0,277,277,0,
cloudinit/persistence.py,0,0,11,11,0,0,11,11,0,
cloudinit/registry.py,1,1,18,18,0,0,17,17,0,
cloudinit/reporting/__init__.py,0,0,20,19,-1,0,20,19,-1,
cloudinit/reporting/events.py,3,3,133,132,-1,0,130,129,-1,
cloudinit/reporting/handlers.py,19,54,226,226,0,35,207,172,-35,
cloudinit/safeyaml.py,2,2,118,118,0,0,116,116,0,
cloudinit/settings.py,0,0,9,9,0,0,9,9,0,
cloudinit/signal_handler.py,15,15,33,33,0,0,18,18,0,
cloudinit/simpletable.py,1,1,25,25,0,0,24,24,0,
cloudinit/sources/DataSourceAkamai.py,33,33,126,126,0,0,93,93,0,
cloudinit/sources/DataSourceAliYun.py,2,2,53,53,0,0,51,51,0,
cloudinit/sources/DataSourceAltCloud.py,8,8,118,117,-1,0,110,109,-1,
cloudinit/sources/DataSourceAzure.py,152,152,989,989,0,0,837,837,0,
cloudinit/sources/DataSourceBigstep.py,6,6,35,35,0,0,29,29,0,
cloudinit/sources/DataSourceCloudSigma.py,11,11,57,57,0,0,46,46,0,
cloudinit/sources/DataSourceCloudStack.py,34,34,141,141,0,0,107,107,0,
cloudinit/sources/DataSourceConfigDrive.py,42,42,188,188,0,0,146,146,0,
cloudinit/sources/DataSourceDigitalOcean.py,12,12,66,66,0,0,54,54,0,
cloudinit/sources/DataSourceEc2.py,120,120,487,487,0,0,367,367,0,
cloudinit/sources/DataSourceExoscale.py,16,16,90,90,0,0,74,74,0,
cloudinit/sources/DataSourceGCE.py,34,34,226,226,0,0,192,192,0,
cloudinit/sources/DataSourceHetzner.py,23,23,73,72,-1,0,50,49,-1,
cloudinit/sources/DataSourceIBMCloud.py,38,38,182,181,-1,0,144,143,-1,
cloudinit/sources/DataSourceLXD.py,32,34,199,199,0,2,167,165,-2,
cloudinit/sources/DataSourceMAAS.py,128,150,239,239,0,22,111,89,-22,
cloudinit/sources/DataSourceNWCS.py,28,28,77,77,0,0,49,49,0,
cloudinit/sources/DataSourceNoCloud.py,82,82,227,227,0,0,145,145,0,
cloudinit/sources/DataSourceNone.py,2,2,23,23,0,0,21,21,0,
cloudinit/sources/DataSourceOVF.py,36,36,251,250,-1,0,215,214,-1,
cloudinit/sources/DataSourceOpenNebula.py,21,21,274,274,0,0,253,253,0,
cloudinit/sources/DataSourceOpenStack.py,21,21,151,151,0,0,130,130,0,
cloudinit/sources/DataSourceOracle.py,12,78,168,167,-1,66,156,89,-67,
cloudinit/sources/DataSourceRbxCloud.py,34,34,99,98,-1,0,65,64,-1,
cloudinit/sources/DataSourceScaleway.py,25,25,204,204,0,0,179,179,0,
cloudinit/sources/DataSourceSmartOS.py,144,144,469,469,0,0,325,325,0,
cloudinit/sources/DataSourceUpCloud.py,10,10,75,75,0,0,65,65,0,
cloudinit/sources/DataSourceVMware.py,219,219,494,493,-1,0,275,274,-1,
cloudinit/sources/DataSourceVultr.py,18,18,61,61,0,0,43,43,0,
cloudinit/sources/__init__.py,48,49,581,581,0,1,533,532,-1,
cloudinit/sources/azure/__init__.py,0,0,0,0,0,0,0,0,0,
cloudinit/sources/azure/errors.py,1,10,99,99,0,9,98,89,-9,
cloudinit/sources/azure/identity.py,0,0,48,48,0,0,48,48,0,
cloudinit/sources/azure/imds.py,2,2,78,78,0,0,76,76,0,
cloudinit/sources/azure/kvp.py,2,5,28,28,0,3,26,23,-3,
cloudinit/sources/helpers/__init__.py,0,0,0,0,0,0,0,0,0,
cloudinit/sources/helpers/akamai.py,1,1,22,22,0,0,21,21,0,
cloudinit/sources/helpers/azure.py,63,241,477,477,0,178,414,236,-178,
cloudinit/sources/helpers/cloudsigma.py,21,21,42,41,-1,0,21,20,-1,
cloudinit/sources/helpers/digitalocean.py,50,50,100,100,0,0,50,50,0,
cloudinit/sources/helpers/ec2.py,11,11,140,140,0,0,129,129,0,
cloudinit/sources/helpers/hetzner.py,8,8,11,11,0,0,3,3,0,
cloudinit/sources/helpers/netlink.py,5,5,172,172,0,0,167,167,0,
cloudinit/sources/helpers/openstack.py,65,65,392,392,0,0,327,327,0,
cloudinit/sources/helpers/upcloud.py,18,18,64,64,0,0,46,46,0,
cloudinit/sources/helpers/vmware/__init__.py,0,0,0,0,0,0,0,0,0,
cloudinit/sources/helpers/vmware/imc/__init__.py,0,0,0,0,0,0,0,0,0,
cloudinit/sources/helpers/vmware/imc/boot_proto.py,0,0,3,3,0,0,3,3,0,
cloudinit/sources/helpers/vmware/imc/config.py,2,2,90,90,0,0,88,88,0,
cloudinit/sources/helpers/vmware/imc/config_custom_script.py,1,1,44,44,0,0,43,43,0,
cloudinit/sources/helpers/vmware/imc/config_file.py,0,0,29,29,0,0,29,29,0,
cloudinit/sources/helpers/vmware/imc/config_nic.py,32,32,130,130,0,0,98,98,0,
cloudinit/sources/helpers/vmware/imc/config_passwd.py,26,26,33,33,0,0,7,7,0,
cloudinit/sources/helpers/vmware/imc/config_source.py,0,0,1,1,0,0,1,1,0,
cloudinit/sources/helpers/vmware/imc/guestcust_error.py,0,0,4,4,0,0,4,4,0,
cloudinit/sources/helpers/vmware/imc/guestcust_event.py,0,0,5,5,0,0,5,5,0,
cloudinit/sources/helpers/vmware/imc/guestcust_state.py,0,0,3,3,0,0,3,3,0,
cloudinit/sources/helpers/vmware/imc/guestcust_util.py,102,102,335,335,0,0,233,233,0,
cloudinit/sources/helpers/vmware/imc/nic.py,5,5,84,84,0,0,79,79,0,
cloudinit/sources/helpers/vmware/imc/nic_base.py,14,14,44,44,0,0,30,30,0,
cloudinit/sources/helpers/vultr.py,43,43,119,119,0,0,76,76,0,
cloudinit/ssh_util.py,73,73,349,349,0,0,276,276,0,
cloudinit/stages.py,49,76,483,483,0,27,434,407,-27,
cloudinit/subp.py,15,15,154,153,-1,0,139,138,-1,
cloudinit/temp_utils.py,8,9,58,58,0,1,50,49,-1,
cloudinit/templater.py,13,17,110,110,0,4,97,93,-4,
cloudinit/type_utils.py,1,1,8,8,0,0,7,7,0,
cloudinit/url_helper.py,92,94,387,387,0,2,295,293,-2,
cloudinit/user_data.py,32,32,221,221,0,0,189,189,0,
cloudinit/util.py,306,393,1794,1794,0,87,1488,1401,-87,
cloudinit/version.py,0,0,7,7,0,0,7,7,0,
cloudinit/warnings.py,43,43,52,52,0,0,9,9,0,
,6001,7635,30687,30603,-84,1634,24686,22968,-1718,Total
