File,statements,missing
tests/test_observable/test_connectableobservable.py,0,-106
tests/test_observable/test_contains.py,0,-70
tests/test_observable/test_count.py,0,-107
tests/test_observable/test_create.py,0,-73
tests/test_observable/test_debounce.py,0,-146
tests/test_observable/test_defaultifempty.py,0,-28
tests/test_observable/test_defer.py,0,-51
tests/test_observable/test_delay.py,0,-97
tests/test_observable/test_delaywithmapper.py,0,-54
tests/test_observable/test_distinct.py,0,-44
tests/test_observable/test_distinctuntilchanged.py,0,-102
tests/test_observable/test_doaction.py,0,-58
tests/test_observable/test_dowhile.py,2,-51
tests/test_observable/test_elementat.py,0,-60
tests/test_observable/test_empty.py,0,-16
tests/test_observable/test_expand.py,0,-44
tests/test_observable/test_filter.py,0,-207
tests/test_observable/test_finally.py,0,-47
tests/test_observable/test_find.py,0,-40
tests/test_observable/test_first.py,0,-57
tests/test_observable/test_firstordefault.py,0,-69
tests/test_observable/test_flatmap.py,0,-171
tests/test_observable/test_flatmap_async.py,0,-17
tests/test_observable/test_forin.py,0,-15
tests/test_observable/test_forkjoin.py,0,-103
tests/test_observable/test_fromcallback.py,0,-20
tests/test_observable/test_fromfuture.py,0,-54
tests/test_observable/test_fromiterable.py,0,-20
tests/test_observable/test_generate.py,0,-29
tests/test_observable/test_generatewithrelativetime.py,0,-57
tests/test_observable/test_groupby.py,0,-231
tests/test_observable/test_groupjoin.py,0,-175
tests/test_observable/test_ifthen.py,0,-92
tests/test_observable/test_ignoreelements.py,0,-16
tests/test_observable/test_interval.py,0,-16
tests/test_observable/test_isempty.py,0,-29
tests/test_observable/test_join.py,0,-185
tests/test_observable/test_last.py,0,-72
tests/test_observable/test_lastordefault.py,0,-68
tests/test_observable/test_map.py,0,-188
tests/test_observable/test_marbles.py,0,-296
tests/test_observable/test_materialize.py,0,-59
tests/test_observable/test_max.py,16,-89
tests/test_observable/test_maxby.py,0,-77
tests/test_observable/test_merge.py,0,-263
tests/test_observable/test_min.py,0,-69
tests/test_observable/test_minby.py,0,-137
tests/test_observable/test_multicast.py,0,-205
tests/test_observable/test_never.py,0,-6
tests/test_observable/test_observeon.py,0,-38
tests/test_observable/test_of.py,0,-6
tests/test_observable/test_onerrorresumenext.py,0,-90
tests/test_observable/test_pairwise.py,0,-43
tests/test_observable/test_partition.py,0,-156
tests/test_observable/test_pluck.py,0,-13
tests/test_observable/test_publish.py,0,-237
tests/test_observable/test_publishvalue.py,0,-170
tests/test_observable/test_range.py,0,-34
tests/test_observable/test_reduce.py,0,-75
tests/test_observable/test_repeat.py,0,-89
tests/test_observable/test_replay.py,0,-284
tests/test_observable/test_retry.py,0,-73
tests/test_observable/test_returnvalue.py,0,-34
tests/test_observable/test_sample.py,0,-29
tests/test_observable/test_scan.py,65,-33
tests/test_observable/test_sequenceequal.py,0,-204
tests/test_observable/test_single.py,0,-84
tests/test_observable/test_singleordefault.py,0,-90
tests/test_observable/test_skip.py,0,-66
tests/test_observable/test_skiplast.py,0,-66
tests/test_observable/test_skiplastwithtime.py,0,-50
tests/test_observable/test_skipuntil.py,0,-80
tests/test_observable/test_skipuntilwithtime.py,0,-43
tests/test_observable/test_skipwhile.py,0,-110
tests/test_observable/test_skipwithtime.py,0,-50
tests/test_observable/test_slice.py,0,-62
tests/test_observable/test_some.py,0,-79
tests/test_observable/test_starmap.py,0,-145
tests/test_observable/test_start.py,0,-50
tests/test_observable/test_startwith.py,0,-24
tests/test_observable/test_subscribeon.py,0,-29
tests/test_observable/test_sum.py,0,-38
tests/test_observable/test_switchlatest.py,0,-32
tests/test_observable/test_switchmap.py,0,-60
tests/test_observable/test_switchmapindexed.py,0,-60
tests/test_observable/test_take.py,0,-57
tests/test_observable/test_takelast.py,0,-66
tests/test_observable/test_takelastbuffer.py,0,-57
tests/test_observable/test_takelastwithtime.py,0,-64
tests/test_observable/test_takeuntil.py,0,-101
tests/test_observable/test_takeuntilwithtime.py,0,-50
tests/test_observable/test_takewhile.py,0,-133
tests/test_observable/test_takewithtime.py,0,-50
tests/test_observable/test_throttlefirst.py,0,-36
tests/test_observable/test_throw.py,0,-16
tests/test_observable/test_timeinterval.py,-15,-54
tests/test_observable/test_timeout.py,0,-131
tests/test_observable/test_timeoutwithmapper.py,80,-28
tests/test_observable/test_timer.py,0,-62
tests/test_observable/test_timestamp.py,0,-30
tests/test_observable/test_toasync.py,0,-86
tests/test_observable/test_todict.py,-7,-57
tests/test_observable/test_tofuture.py,0,-53
tests/test_observable/test_toiterable.py,0,-29
tests/test_observable/test_toset.py,0,-18
tests/test_observable/test_using.py,0,-131
tests/test_observable/test_while_do.py,0,-67
tests/test_observable/test_window.py,0,-181
tests/test_observable/test_windowwithcount.py,0,-30
tests/test_observable/test_windowwithtime.py,0,-59
tests/test_observable/test_windowwithtimeorcount.py,0,-34
tests/test_observable/test_withlatestfrom.py,0,-264
tests/test_observable/test_zip.py,0,-300
tests/test_scheduler/__init__.py,0,0
tests/test_scheduler/test_catchscheduler.py,23,-166
tests/test_scheduler/test_currentthreadscheduler.py,0,-135
tests/test_scheduler/test_eventloop/__init__.py,0,0
tests/test_scheduler/test_eventloop/test_asyncioscheduler.py,0,-37
tests/test_scheduler/test_eventloop/test_asynciothreadsafescheduler.py,0,-75
tests/test_scheduler/test_eventloop/test_eventletscheduler.py,-6,-6
tests/test_scheduler/test_eventloop/test_geventscheduler.py,0,0
tests/test_scheduler/test_eventloop/test_ioloopscheduler.py,0,0
tests/test_scheduler/test_eventloop/test_twistedscheduler.py,0,0
tests/test_scheduler/test_eventloopscheduler.py,-6,-148
tests/test_scheduler/test_historicalscheduler.py,0,-153
tests/test_scheduler/test_immediatescheduler.py,-43,-122
tests/test_scheduler/test_mainloop/__init__.py,0,0
tests/test_scheduler/test_mainloop/test_gtkscheduler.py,13,13
tests/test_scheduler/test_mainloop/test_pygamescheduler.py,0,0
tests/test_scheduler/test_mainloop/test_qtscheduler_pyqt5.py,0,0
tests/test_scheduler/test_mainloop/test_qtscheduler_pyside2.py,0,0
tests/test_scheduler/test_mainloop/test_tkinterscheduler.py,0,15
tests/test_scheduler/test_mainloop/test_wxscheduler.py,25,25
tests/test_scheduler/test_newthreadscheduler.py,-3,-54
tests/test_scheduler/test_scheduleditem.py,0,-36
tests/test_scheduler/test_scheduler.py,0,-18
tests/test_scheduler/test_threadpoolscheduler.py,0,-47
tests/test_scheduler/test_timeoutscheduler.py,0,-50
tests/test_scheduler/test_trampolinescheduler.py,0,-102
tests/test_scheduler/test_virtualtimescheduler.py,0,-34
tests/test_subject/__init__.py,0,0
tests/test_subject/test_asyncsubject.py,0,-244
tests/test_subject/test_behaviorsubject.py,0,-244
tests/test_subject/test_replaysubject.py,0,-318
tests/test_subject/test_subject.py,0,-177
tests/test_testing/__init__.py,0,0
tests/test_testing/test_marbles.py,0,-83
tests/test_version.py,0,-1
